property_id, price ,num_bedrooms,num_bathrooms,lot_size,num_floors,is_waterfront,view_rating,condition_rating,year_built,year_renovated,zip_code,latitude,longitude,dates
7137970340," $285,000.00 ",5,2.5,6300,2.0,0,0,3,1995,0,98092,47.3266,-122.169,July 03 2014
8091400200," $252,700.00 ",2,1.5,9643,1.0,0,0,3,1985,0,98030,47.3533,-122.166,May 16 2014
3814700200," $329,000.00 ",3,2.25,6500,2.0,0,0,4,1985,0,98030,47.3739,-122.172,November 20 2014
1202000200," $233,000.00 ",3,2.0,4697,1.5,0,0,5,1941,0,98002,47.3048,-122.218,November 03 2014
1794500383," $937,000.00 ",3,1.75,2691,2.0,0,0,3,1915,0,98119,47.6386,-122.36,June 26 2014
3303700376," $667,000.00 ",3,1.0,1581,1.5,0,0,5,1909,0,98112,47.6221,-122.314,December 01 2014
5101402488," $438,000.00 ",3,1.75,6380,1.0,0,0,3,1948,0,98115,47.695,-122.304,June 24 2014
1873100390," $719,000.00 ",4,2.5,7173,2.0,0,0,3,2005,0,98052,47.7073,-122.11,March 02 2015
8562750320," $580,500.00 ",3,2.5,3980,2.0,0,0,3,2003,0,98027,47.5391,-122.07,November 10 2014
2426039314," $280,000.00 ",2,1.5,1265,3.0,0,0,3,2005,0,98133,47.7274,-122.357,December 01 2014
461000390," $687,500.00 ",4,1.75,5000,1.5,0,0,4,1929,0,98117,47.6823,-122.368,June 24 2014
7589200193," $535,000.00 ",3,1.0,3000,1.5,0,0,4,1929,0,98117,47.6889,-122.375,November 10 2014
7955080270," $322,500.00 ",4,2.75,6659,1.0,0,0,3,1981,0,98058,47.4276,-122.157,December 03 2014
9547205180," $696,000.00 ",3,2.5,3060,1.5,0,0,3,1930,2002,98115,47.6827,-122.31,June 13 2014
9435300030," $550,000.00 ",4,1.0,34848,1.0,0,0,1,1933,0,98052,47.6621,-122.132,May 28 2014
2768000400," $640,000.00 ",4,2.0,6000,2.0,0,0,4,1904,0,98107,47.6702,-122.362,December 30 2014
7895500070," $240,000.00 ",4,1.0,8075,1.0,0,0,2,1969,0,98001,47.3341,-122.282,February 13 2015
2078500320," $605,000.00 ",4,2.5,7553,2.0,0,0,3,1996,0,98056,47.5301,-122.18,June 20 2014
5547700270," $625,000.00 ",4,2.5,5520,2.0,0,0,3,2000,0,98074,47.6145,-122.027,July 15 2014
7766200013," $775,000.00 ",4,2.25,24186,1.0,0,0,3,1984,0,98166,47.445,-122.347,August 11 2014
7203220400," $861,990.00 ",5,2.75,5639,2.0,0,0,3,2014,0,98053,47.6848,-122.016,July 07 2014
9270200160," $685,000.00 ",3,1.0,2280,2.0,0,0,3,1922,0,98119,47.6413,-122.364,October 28 2014
1432701230," $309,000.00 ",3,1.0,9656,1.0,0,0,4,1959,0,98058,47.4485,-122.175,July 29 2014
8035350320," $488,000.00 ",3,2.5,13603,2.0,0,0,3,2003,0,98019,47.7443,-121.977,July 18 2014
8945200830," $210,490.00 ",3,1.0,8528,1.0,0,0,3,1966,0,98023,47.3066,-122.371,March 25 2015
4178300310," $785,000.00 ",4,2.5,13416,2.0,0,0,4,1981,0,98007,47.6194,-122.151,July 16 2014
9215400105," $450,000.00 ",3,1.75,5963,1.0,0,0,4,1953,0,98115,47.6796,-122.301,April 28 2015
822039084," $1,350,000.00 ",3,2.5,65005,1.0,1,2,5,1953,0,98070,47.4041,-122.451,March 11 2015
5245600105," $228,000.00 ",3,1.0,9199,1.0,0,0,3,1955,0,98148,47.4258,-122.322,September 16 2014
7231300125," $345,000.00 ",5,2.5,9134,1.0,0,0,4,1966,0,98056,47.4934,-122.189,February 17 2015
7518505990," $600,000.00 ",3,1.75,4080,1.0,0,0,4,1950,0,98117,47.6808,-122.384,December 31 2014
3626039271," $585,000.00 ",2,1.75,8550,1.0,0,0,3,1981,0,98117,47.6989,-122.369,February 05 2015
4217401195," $920,000.00 ",5,2.25,6000,1.5,0,0,3,1927,0,98105,47.6571,-122.281,March 03 2015
9822700295," $885,000.00 ",4,2.5,5000,2.0,0,0,3,1995,0,98105,47.6597,-122.29,May 12 2014
9478500640," $292,500.00 ",4,2.5,4495,2.0,0,0,3,2008,0,98042,47.3663,-122.114,August 19 2014
2799800710," $301,000.00 ",3,2.5,4750,2.0,0,0,3,2003,0,98042,47.3663,-122.122,April 07 2015
7922800400," $951,000.00 ",5,3.25,14342,2.0,0,4,4,1968,0,98008,47.588,-122.116,August 27 2014
8079040320," $430,000.00 ",4,3.0,9976,2.0,0,0,3,1991,0,98059,47.5059,-122.149,February 23 2015
1516000055," $650,000.00 ",3,2.25,21235,1.0,0,3,4,1959,0,98166,47.4336,-122.339,December 10 2014
9558200045," $289,000.00 ",3,1.75,8400,1.0,0,0,3,1954,0,98148,47.4366,-122.335,August 28 2014
5072410070," $505,000.00 ",3,1.75,8690,2.0,0,0,5,1973,0,98166,47.4428,-122.344,October 21 2014
9528102996," $549,000.00 ",3,1.75,1044,3.0,0,0,3,2014,0,98115,47.6765,-122.32,December 07 2014
1189001180," $425,000.00 ",3,2.25,6000,1.0,0,0,3,1979,0,98122,47.6113,-122.297,June 03 2014
3253500160," $317,625.00 ",3,2.75,3809,1.5,0,0,5,1925,0,98144,47.5747,-122.304,November 20 2014
3394100030," $975,000.00 ",4,2.5,11049,2.0,0,0,3,1989,0,98004,47.5815,-122.192,September 09 2014
3717000160," $287,000.00 ",4,2.5,4648,2.0,0,0,3,2005,0,98001,47.3378,-122.257,October 09 2014
1274500060," $204,000.00 ",3,1.0,12070,1.0,0,0,4,1968,0,98042,47.3621,-122.11,August 25 2014
1802000060," $1,325,000.00 ",5,2.25,20158,1.0,0,0,3,1965,0,98004,47.6303,-122.215,June 12 2014
1525059190," $1,040,000.00 ",5,3.25,50094,1.0,0,0,4,1973,0,98005,47.6525,-122.16,September 12 2014
1049000060," $325,000.00 ",3,2.0,5612,1.0,0,0,4,1972,0,98034,47.7362,-122.179,January 05 2015
8820901275," $571,000.00 ",4,2.0,7807,1.5,0,0,5,1916,0,98125,47.7168,-122.287,June 10 2014
5416510140," $360,000.00 ",4,2.5,5000,2.0,0,0,3,2005,0,98038,47.3608,-122.036,July 10 2014
3444100400," $349,000.00 ",3,1.75,50529,1.0,0,0,5,1965,0,98042,47.3511,-122.073,March 16 2015
3276920270," $832,500.00 ",4,4.0,35102,2.0,0,0,4,1986,0,98075,47.5822,-121.987,November 05 2014
4036801170," $380,000.00 ",4,1.75,7300,1.0,0,0,3,1956,0,98008,47.6034,-122.125,October 13 2014
2391600320," $480,000.00 ",3,1.0,5060,1.0,0,0,3,1941,0,98116,47.5636,-122.394,April 20 2015
6300000287," $410,000.00 ",3,1.0,5060,1.0,0,0,4,1956,0,98133,47.7073,-122.34,June 09 2014
1531000030," $720,000.00 ",4,2.5,39683,2.0,0,0,3,2002,0,98010,47.342,-122.025,March 23 2015
5104520400," $390,000.00 ",3,2.5,5100,2.0,0,0,3,2003,0,98038,47.3512,-122.008,December 02 2014
7437100340," $360,000.00 ",4,2.5,5889,2.0,0,0,3,1992,0,98038,47.349,-122.031,December 22 2014
9418400240," $355,000.00 ",2,1.0,6720,1.0,0,0,3,1948,0,98118,47.5474,-122.291,October 28 2014
1523059105," $356,000.00 ",3,1.5,8712,1.0,0,0,3,1964,0,98059,47.4811,-122.149,January 28 2015
1133000671," $315,000.00 ",3,1.0,6634,1.0,0,0,3,1952,0,98125,47.7264,-122.31,June 02 2014
4232902595," $940,000.00 ",3,1.5,3600,2.0,0,0,3,1925,0,98119,47.6337,-122.365,November 14 2014
2599001200," $305,000.00 ",5,2.25,8400,1.5,0,0,5,1961,0,98092,47.2909,-122.189,November 03 2014
3342103156," $461,000.00 ",3,3.25,6278,2.0,0,0,3,2006,0,98056,47.5228,-122.199,June 18 2014
1332700270," $215,000.00 ",2,2.25,2040,2.0,0,0,4,1979,0,98056,47.518,-122.194,May 19 2014
3869900162," $335,000.00 ",2,1.75,1066,2.0,0,0,3,2006,0,98136,47.5394,-122.387,September 04 2014
2791500270," $243,500.00 ",4,2.5,7403,2.0,0,0,3,1988,0,98023,47.2897,-122.372,May 22 2014
5036300431," $1,099,880.00 ",5,2.75,6353,2.0,0,0,4,2001,0,98199,47.6506,-122.391,March 11 2015
4168000060," $153,000.00 ",3,1.0,10500,1.0,0,0,3,1962,0,98023,47.322,-122.351,February 26 2015
6021501535," $430,000.00 ",3,1.5,5000,1.0,0,0,3,1939,0,98117,47.687,-122.386,July 25 2014
6021501535," $700,000.00 ",3,1.5,5000,1.0,0,0,3,1939,0,98117,47.687,-122.386,December 23 2014
1483300570," $905,000.00 ",4,2.5,10250,1.0,0,0,3,1946,1991,98040,47.5873,-122.249,September 08 2014
3422049190," $247,500.00 ",3,1.75,15681,1.0,0,0,3,1967,0,98032,47.3576,-122.277,March 30 2015
1099611230," $199,000.00 ",4,1.5,6400,1.0,0,0,4,1975,0,98023,47.3036,-122.378,September 12 2014
722079104," $314,000.00 ",3,1.75,41800,1.0,0,0,5,1980,0,98038,47.4109,-121.958,July 11 2014
7338200240," $437,500.00 ",3,2.5,36847,2.0,0,2,3,1992,0,98045,47.4838,-121.714,May 16 2014
1952200240," $850,830.00 ",3,2.5,13241,1.5,0,0,5,1910,0,98102,47.6415,-122.315,June 11 2014
5200100125," $555,000.00 ",3,2.0,3478,1.5,0,0,4,1929,0,98117,47.6775,-122.372,October 27 2014
7214720075," $699,950.00 ",3,2.25,107593,2.0,0,0,4,1983,0,98077,47.7731,-122.08,December 12 2014
2450000295," $1,088,000.00 ",3,2.5,8113,2.0,0,0,3,1950,2010,98004,47.5814,-122.196,October 07 2014
6197800045," $290,000.00 ",3,1.0,33919,1.0,0,0,3,1954,0,98058,47.4375,-122.184,September 24 2014
1328310370," $375,000.00 ",3,2.5,10005,1.0,0,0,4,1978,0,98058,47.4431,-122.133,April 02 2015
546000875," $460,000.00 ",3,1.0,4005,1.5,0,0,4,1939,0,98117,47.6878,-122.38,May 23 2014
3530510041," $188,500.00 ",2,1.75,2493,1.0,0,0,4,1985,0,98198,47.3813,-122.322,July 23 2014
1853000400," $680,000.00 ",4,2.5,28037,2.0,0,0,4,1991,0,98077,47.7304,-122.082,March 05 2015
3134100116," $470,000.00 ",5,1.75,12342,2.0,0,0,4,1942,0,98052,47.6417,-122.109,August 27 2014
9545230140," $597,750.00 ",4,2.5,9624,2.0,0,0,3,1984,0,98027,47.5386,-122.053,July 25 2014
3362400511," $570,000.00 ",3,1.75,3328,1.0,0,0,5,1905,0,98103,47.6823,-122.349,March 04 2015
2525310310," $272,500.00 ",3,1.75,12600,1.0,0,0,4,1980,0,98038,47.3624,-122.031,September 16 2014
6126500060," $329,950.00 ",3,1.75,5969,1.0,0,2,3,1971,0,98108,47.5474,-122.295,November 24 2014
8961960160," $480,000.00 ",4,2.5,16171,2.0,0,3,3,2001,0,98001,47.3183,-122.253,October 28 2014
3626039325," $740,500.00 ",3,3.5,6350,2.0,0,0,3,1900,1999,98117,47.6981,-122.368,November 21 2014
3362400431," $518,500.00 ",3,3.5,1102,3.0,0,0,3,2010,0,98103,47.6824,-122.347,June 26 2014
4060000240," $205,425.00 ",2,1.0,6780,1.0,0,0,4,1945,0,98178,47.5009,-122.248,June 23 2014
3454800060," $171,800.00 ",4,2.0,9600,1.0,0,0,3,1950,0,98168,47.4965,-122.303,January 08 2015
1695900060," $535,000.00 ",4,1.0,2982,1.5,0,0,4,1925,0,98144,47.587,-122.294,May 11 2015
7278700070," $660,000.00 ",3,2.5,6474,1.0,0,2,3,1964,0,98177,47.7728,-122.386,January 02 2015
6675500070," $391,500.00 ",3,2.0,9132,1.0,0,0,3,1987,0,98034,47.7288,-122.226,November 19 2014
3626039187," $395,000.00 ",2,1.0,6000,1.0,0,0,3,1953,0,98117,47.6999,-122.364,April 06 2015
3524049083," $445,000.00 ",4,1.75,4400,1.5,0,0,5,1924,0,98118,47.5299,-122.266,November 04 2014
3275860240," $770,000.00 ",3,2.25,10204,2.0,0,0,3,1990,0,98052,47.6897,-122.098,June 18 2014
4389200955," $1,450,000.00 ",4,2.75,17789,1.5,0,0,3,1914,1992,98004,47.6141,-122.212,March 02 2015
4058801670," $445,000.00 ",3,2.25,8201,1.0,0,2,3,1967,0,98178,47.5091,-122.244,July 17 2014
8732020310," $260,000.00 ",4,2.25,8811,1.0,0,0,3,1978,0,98023,47.3129,-122.39,July 17 2014
2331300505," $822,500.00 ",5,3.5,4960,2.0,0,0,5,1926,0,98103,47.6763,-122.352,June 13 2014
7853210060," $430,000.00 ",4,2.5,4310,2.0,0,0,3,2004,0,98065,47.5319,-121.85,April 06 2015
3668000070," $212,000.00 ",3,1.75,7875,1.0,0,0,4,1986,0,98092,47.2761,-122.152,January 05 2015
9545240070," $660,500.00 ",4,2.25,9603,1.0,0,0,3,1986,0,98027,47.5343,-122.054,April 28 2015
1243100136," $784,000.00 ",3,3.5,111078,1.5,0,0,3,1989,0,98052,47.697,-122.072,June 12 2014
8929000270," $453,246.00 ",3,2.5,2287,2.0,0,0,3,2014,0,98029,47.5517,-121.998,May 12 2014
2767602356," $675,000.00 ",4,3.5,2278,3.0,0,0,3,2005,0,98107,47.6734,-122.38,January 26 2015
921049315," $199,000.00 ",3,1.75,17390,1.0,0,0,4,1956,0,98003,47.3257,-122.296,August 13 2014
3655000070," $220,000.00 ",4,1.75,7840,1.0,0,0,3,1968,0,98003,47.3309,-122.299,August 05 2014
4027700812," $452,000.00 ",4,2.25,10002,1.0,0,0,4,1968,0,98028,47.7689,-122.266,May 29 2014
3992700335," $382,500.00 ",2,1.0,4440,1.0,0,0,3,1981,0,98125,47.7135,-122.287,July 07 2014
2767603505," $519,950.00 ",3,2.25,1249,3.0,0,0,3,2014,0,98107,47.6722,-122.381,May 07 2014
4232901525," $665,000.00 ",2,1.0,3200,1.0,0,0,3,1925,0,98119,47.6338,-122.358,June 27 2014
1777500060," $527,700.00 ",5,2.5,9375,1.0,0,0,4,1968,0,98006,47.5707,-122.128,July 08 2014
1432900240," $205,000.00 ",3,1.0,8579,1.0,0,0,4,1962,0,98058,47.4563,-122.171,May 08 2015
6140100875," $420,000.00 ",3,1.0,8097,1.0,0,0,4,1923,0,98133,47.7144,-122.351,April 15 2015
6071600370," $500,000.00 ",4,2.25,8517,1.0,0,0,4,1961,0,98006,47.5495,-122.174,February 27 2015
1526069017," $921,500.00 ",4,2.5,315374,2.0,0,0,4,1994,0,98077,47.7421,-122.026,December 03 2014
809001525," $890,000.00 ",4,1.0,4000,2.0,0,0,3,1905,0,98109,47.6354,-122.353,June 25 2014
3224079105," $430,000.00 ",2,2.5,60984,2.0,0,0,3,2007,0,98027,47.5262,-121.943,August 06 2014
8075400570," $258,000.00 ",5,2.0,12500,1.0,0,0,4,1960,0,98032,47.3887,-122.286,October 30 2014
1994200024," $511,000.00 ",3,1.0,3455,1.0,0,0,3,1947,0,98103,47.6873,-122.336,November 04 2014
3362900810," $532,170.00 ",3,2.0,3090,2.0,0,0,3,1990,0,98103,47.6838,-122.353,August 20 2014
1324300398," $560,000.00 ",3,1.0,5000,1.5,0,0,3,1947,0,98107,47.655,-122.359,April 09 2015
537000445," $282,950.00 ",3,1.0,8200,1.0,0,0,4,1954,0,98003,47.3255,-122.304,March 31 2015
7855801670," $2,250,000.00 ",4,3.25,19850,2.0,0,3,3,2006,0,98006,47.562,-122.162,April 01 2015
7920100045," $350,000.00 ",1,1.0,5100,1.0,0,0,3,1942,0,98115,47.679,-122.3,May 16 2014
8960000030," $215,000.00 ",3,1.0,7669,1.0,0,0,4,1967,0,98058,47.4479,-122.176,July 28 2014
6388930390," $650,000.00 ",5,3.5,25245,2.0,0,0,3,1996,0,98056,47.525,-122.172,November 20 2014
8731900200," $320,000.00 ",4,2.75,7500,1.0,0,0,3,1967,0,98023,47.3135,-122.369,August 07 2014
8029200135," $247,000.00 ",3,2.0,7198,1.5,0,0,3,1916,2013,98022,47.2086,-121.996,November 13 2014
1081200350," $320,000.00 ",4,1.75,11180,1.0,0,0,4,1968,0,98059,47.4715,-122.118,October 03 2014
84000105," $255,000.00 ",5,2.25,8632,1.0,0,0,3,1962,0,98146,47.4877,-122.335,May 07 2014
3756500060," $438,000.00 ",3,1.75,9660,1.0,0,0,3,1962,0,98034,47.7171,-122.193,March 09 2015
7215720160," $900,000.00 ",3,2.5,16603,2.0,0,0,3,2000,0,98075,47.6012,-122.023,March 04 2015
3574800520," $441,000.00 ",3,2.75,7280,1.0,0,0,3,1979,0,98034,47.7319,-122.224,June 20 2014
2617300160," $420,000.00 ",3,2.0,38332,1.0,0,0,4,1975,0,98027,47.4582,-122.023,August 12 2014
2558660270," $370,000.00 ",3,1.75,7000,1.0,0,0,3,1976,0,98034,47.7209,-122.168,December 08 2014
2009000370," $269,950.00 ",2,1.75,7250,1.0,0,0,5,1949,0,98198,47.408,-122.327,February 19 2015
1836980160," $807,100.00 ",4,2.5,4499,2.0,0,0,3,1999,0,98006,47.565,-122.125,March 24 2015
3261020370," $653,000.00 ",3,2.5,9750,1.0,0,0,4,1979,0,98034,47.7028,-122.231,June 05 2014
1755700060," $371,500.00 ",3,2.0,8336,1.0,0,0,5,1964,0,98133,47.7458,-122.331,June 11 2014
4330600435," $284,000.00 ",3,1.75,21000,1.0,0,0,3,1954,0,98166,47.4776,-122.337,March 16 2015
9542800700," $272,000.00 ",3,1.75,7140,1.0,0,0,4,1978,0,98023,47.3026,-122.374,January 02 2015
1999700045," $313,000.00 ",3,1.5,7912,1.5,0,0,3,1955,0,98133,47.7658,-122.339,May 02 2014
1762600070," $917,500.00 ",4,2.5,35003,2.0,0,0,3,1984,0,98033,47.6477,-122.182,January 16 2015
1687900520," $673,000.00 ",4,2.25,8190,2.0,0,0,4,1980,0,98006,47.5619,-122.125,September 29 2014
7234600798," $425,000.00 ",3,2.5,1100,2.0,0,0,3,2008,0,98122,47.6106,-122.31,February 10 2015
3881900445," $399,950.00 ",5,2.75,5400,1.0,0,0,3,1986,0,98144,47.5868,-122.308,July 09 2014
2254502445," $385,000.00 ",3,1.0,4800,1.0,0,0,3,1901,0,98122,47.6101,-122.307,May 30 2014
5437810320," $269,950.00 ",3,1.5,7560,1.0,0,2,4,1975,0,98022,47.1976,-121.999,November 17 2014
9158100075," $330,000.00 ",2,1.0,8220,1.0,0,0,3,1949,0,98177,47.7224,-122.358,January 07 2015
3830630310," $260,000.00 ",3,2.5,5797,2.0,0,0,3,1988,0,98030,47.3505,-122.179,July 25 2014
8123100045," $470,000.00 ",4,3.0,5125,1.5,0,0,4,1925,0,98126,47.5384,-122.376,April 14 2015
3127200041," $589,000.00 ",4,3.0,9600,2.0,0,0,5,1961,0,98034,47.7044,-122.2,June 13 2014
6661200320," $163,500.00 ",2,1.5,3419,2.0,0,0,3,1996,0,98038,47.3848,-122.039,July 23 2014
11510310," $835,000.00 ",4,2.75,13412,2.0,0,0,3,1993,0,98052,47.6993,-122.102,September 05 2014
825059270," $1,095,000.00 ",5,3.0,12850,1.0,0,2,4,1986,0,98033,47.6627,-122.188,November 21 2014
8731951370," $269,000.00 ",4,1.75,10000,1.0,0,0,4,1969,0,98023,47.3099,-122.379,April 15 2015
1954440060," $560,000.00 ",3,2.5,8744,2.0,0,0,3,1987,0,98074,47.62,-122.043,May 05 2014
2264500350," $615,000.00 ",4,1.0,2400,1.5,0,0,4,1901,0,98103,47.65,-122.34,April 18 2015
1115810060," $585,188.00 ",3,2.25,10026,1.0,0,0,3,1975,0,98052,47.6647,-122.153,December 05 2014
9477200200," $305,000.00 ",3,1.75,9480,1.0,0,0,3,1977,0,98034,47.726,-122.191,August 18 2014
1432600560," $166,950.00 ",3,1.0,8820,1.0,0,0,3,1959,0,98058,47.4616,-122.184,November 05 2014
2287000060," $799,000.00 ",3,2.5,9897,1.0,0,0,4,1959,0,98040,47.5505,-122.219,September 12 2014
3663500060," $400,000.00 ",3,2.5,7508,1.0,0,0,4,1962,0,98133,47.7606,-122.336,June 25 2014
3996900125," $230,000.00 ",3,1.0,10228,1.0,0,0,3,1948,0,98155,47.7481,-122.3,December 01 2014
7796450200," $256,883.00 ",3,2.5,5025,2.0,0,0,3,2003,0,98023,47.2779,-122.347,May 15 2014
7549802535," $423,000.00 ",4,2.0,6480,1.5,0,0,5,1920,0,98108,47.5511,-122.312,November 11 2014
3278600320," $465,000.00 ",3,2.5,4084,2.0,0,0,3,2007,0,98126,47.5488,-122.372,July 23 2014
2824079053," $440,000.00 ",3,2.5,66211,2.0,0,0,3,1997,0,98024,47.5385,-121.911,January 13 2015
1222069094," $385,000.00 ",3,1.75,155073,1.0,0,0,4,1969,0,98038,47.4058,-121.994,October 14 2014
3542300060," $210,000.00 ",3,1.0,11725,1.0,0,0,4,1943,0,98056,47.5093,-122.184,March 11 2015
2222059065," $297,000.00 ",3,2.5,14952,2.0,0,0,3,1994,0,98042,47.3777,-122.165,November 12 2014
7551300060," $470,000.00 ",3,1.0,5000,1.0,0,0,3,1952,0,98107,47.675,-122.394,July 16 2014
100600550," $226,500.00 ",3,1.5,7370,1.0,0,0,4,1976,0,98023,47.3025,-122.37,August 04 2014
3211100860," $274,250.00 ",3,1.0,8450,1.0,0,0,4,1962,0,98059,47.4787,-122.158,March 03 2015
3456000310," $840,000.00 ",4,1.75,11010,1.0,0,0,4,1966,0,98040,47.5378,-122.219,August 04 2014
9526600140," $677,900.00 ",3,2.5,4587,2.0,0,0,3,2010,0,98052,47.7073,-122.114,September 19 2014
7465900060," $425,000.00 ",3,1.0,5864,1.0,0,0,3,1915,0,98116,47.5733,-122.381,February 05 2015
1222000055," $180,250.00 ",2,0.75,9600,1.0,0,0,3,1941,0,98166,47.4604,-122.339,November 23 2014
6300000550," $464,000.00 ",6,3.0,3404,2.0,0,0,3,1920,1994,98133,47.7067,-122.343,July 17 2014
2310030510," $320,000.00 ",4,2.25,7579,2.0,0,0,3,1993,0,98038,47.354,-122.047,April 22 2015
1025049114," $625,504.00 ",3,2.25,1566,2.0,0,0,3,2014,0,98105,47.6647,-122.284,July 17 2014
8677300550," $592,500.00 ",4,2.5,12032,1.0,0,0,3,1983,0,98074,47.6143,-122.017,May 15 2014
4014400292," $465,000.00 ",3,2.5,17936,2.0,0,0,3,2005,0,98001,47.3185,-122.275,January 14 2015
1102000196," $477,000.00 ",4,2.75,6270,2.0,0,0,3,1978,0,98118,47.5458,-122.268,May 27 2014
257000138," $280,000.00 ",2,1.0,16400,1.0,0,0,3,1923,0,98168,47.4889,-122.299,January 15 2015
46100204," $1,505,000.00 ",5,3.0,33474,1.0,0,3,3,1957,1991,98040,47.5673,-122.21,February 21 2015
1909600046," $445,838.00 ",3,2.5,5692,2.0,0,0,3,2000,0,98146,47.5133,-122.379,July 03 2014
1250202145," $1,072,000.00 ",2,2.25,14864,1.0,0,3,3,1947,0,98144,47.5884,-122.291,August 28 2014
7611200125," $467,000.00 ",2,1.5,10800,1.0,0,0,4,1947,0,98177,47.7145,-122.367,October 23 2014
5611500140," $686,000.00 ",4,2.5,6440,2.0,0,0,3,1999,0,98075,47.5836,-122.026,August 22 2014
7138000260," $279,950.00 ",3,2.0,9750,1.0,0,0,3,1961,0,98198,47.398,-122.299,June 05 2014
626059335," $527,000.00 ",4,2.25,19436,2.0,0,0,3,1987,0,98011,47.7663,-122.215,September 04 2014
1922059282," $325,000.00 ",3,2.25,16020,1.0,0,0,4,1966,0,98030,47.3758,-122.217,September 18 2014
705700390," $328,000.00 ",3,2.25,8379,2.0,0,0,3,1994,0,98038,47.3828,-122.023,September 03 2014
7454001200," $390,000.00 ",3,2.25,7500,1.0,0,0,5,1942,0,98146,47.5123,-122.373,June 04 2014
8682281200," $479,950.00 ",2,2.0,6516,1.0,0,0,3,2005,0,98053,47.7076,-122.013,March 09 2015
7972000200," $264,950.00 ",4,2.25,9753,1.0,0,0,4,1978,0,98023,47.2922,-122.371,May 29 2014
722059070," $235,000.00 ",3,1.0,15246,1.0,0,0,4,1961,0,98031,47.4075,-122.214,January 15 2015
7202340400," $516,500.00 ",3,2.5,4729,2.0,0,0,3,2004,0,98053,47.6794,-122.034,March 03 2015
8096000060," $655,000.00 ",2,1.75,15798,2.0,1,4,3,1915,1978,98166,47.4497,-122.375,April 13 2015
2424000060," $500,000.00 ",4,2.75,15347,1.0,0,0,5,1960,0,98059,47.5218,-122.164,June 16 2014
9264902050," $315,000.00 ",6,2.75,7350,1.0,0,0,3,1978,0,98023,47.3103,-122.339,November 21 2014
943100260," $213,000.00 ",2,1.0,10200,1.0,0,0,3,1961,0,98024,47.5687,-121.899,November 20 2014
3677400445," $475,000.00 ",3,1.5,5280,1.5,0,0,5,1947,0,98108,47.5575,-122.303,September 02 2014
1762600320," $1,025,000.00 ",5,4.0,28040,2.0,0,0,3,1983,0,98033,47.6489,-122.183,June 10 2014
4058000060," $416,000.00 ",3,2.0,94300,1.0,0,0,5,1976,0,98010,47.3459,-121.95,April 09 2015
7228500560," $410,000.00 ",4,1.0,4740,1.5,0,0,3,1904,2005,98122,47.6136,-122.303,March 20 2015
